번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
328,등록체육시설업,10_31_03_P,6470000,3.02E+14,20080908,,1,영업/정상,1,영업,,,,,,,,경상북도 고령군 고령읍 내곡리 1085번지 2호,경상북도 고령군 고령읍 일량로 588,,고령 유니벨리CC,2.01E+13,I,59:59.0,,317133.1238,243623.7355,골프장,,,,,3072.56,,,
329,등록체육시설업,10_31_03_P,6470000,3.02E+14,20080918,,1,영업/정상,1,영업,,,,,549779412,,,경상북도 칠곡군 가산면 학하리 1199번지 1호,경상북도 칠곡군 가산면 학하2길 54-171,,가산컨트리클럽,2.02E+13,U,40:00.0,,332502.9184,287802.8895,골프장,,,,3,3015.18,0,,
330,등록체육시설업,10_31_03_P,6470000,3.02E+14,20081224,,1,영업/정상,1,영업,,,,,,0,,경상북도 예천군 호명면 황지리 73번지 19호,경상북도 예천군 호명면 한맥골프장길 72,,한맥CC & 노블리아,2.02E+13,U,40:00.0,,335631.3985,352003.6467,골프장,,,,5,7131.3,0,정규대중,
331,등록체육시설업,10_31_03_P,6470000,3.02E+14,20081224,,1,영업/정상,1,영업,,,,,546507000,,,경상북도 예천군 호명면 황지리 73번지 19호,경상북도 예천군 호명면 한맥골프장길 72,,한맥CC & 노블리아,2.01E+13,I,59:59.0,,335631.3985,352003.6467,골프장,,,,5,7131.3,0,,
332,등록체육시설업,10_31_03_P,6470000,3.02E+14,20090521,,1,영업/정상,1,영업,,,,,,,,경상북도 경주시 안강읍 옥산리 949번지,경상북도 경주시 안강읍 낙산길 85,,안강레전드골프클럽,2.02E+13,U,40:00.0,,395091.8152,279497.3745,골프장,,,,5,4157.89,0,없음,옥산개발(주) 김태열
333,등록체육시설업,10_31_03_P,6470000,3.02E+14,20090619,,1,영업/정상,1,영업,,,,,,,,경상북도 군위군 군위읍 외량리 산 13번지,경상북도 군위군 군위읍 도군로 2450,,구니컨트리클럽,2.02E+13,U,40:00.0,,339013.9193,306968.7662,골프장,,,,6,6809.89,1180,없음,(주)세인트웨스튼개발  이문형
334,등록체육시설업,10_31_03_P,6470000,3.02E+14,20100723,,1,영업/정상,1,영업,,,,,,0,,경상북도 경주시 감포읍 나정리 산 47번지,경상북도 경주시 감포읍 동해안로 1819-59,,골프존카운티 감포,2.02E+13,U,40:00.0,,424775.553,255349.8355,골프장,,,,9,7523.5,,정규대중,(주)지씨감포
335,등록체육시설업,10_31_03_P,6470000,3.02E+14,20101209,,1,영업/정상,1,영업,,,,,,,,경상북도 안동시 풍천면 어담리 297번지 1호,경상북도 안동시 풍천면 풍일로 1572-0,,안동리버힐 컨트리클럽,2.02E+13,U,40:00.0,,340891.4654,333134.2714,골프장,,,,7,7278.95,980,회원제,(주)고은컨트리클럽
336,등록체육시설업,10_31_03_P,6470000,3.02E+14,20101231,,1,영업/정상,1,영업,,,,,,,,경상북도 구미시 장천면 상림리 산 81번지 3호,경상북도 구미시 장천면 송백로 229,,구미컨트리클럽(대중제18홀),2.02E+13,I,59:59.0,,333616.7184,297820.4131,골프장,,,,2,176,948,,
337,등록체육시설업,10_31_03_P,6470000,3.02E+14,20101231,,1,영업/정상,1,영업,,,,,,,,경상북도 구미시 장천면 상림리 산 81번지 3호,경상북도 구미시 장천면 송백로 229,,구미컨트리클럽(대중9홀),2.01E+13,I,59:59.0,,333616.7184,297820.4131,골프장,,,,6,9770.49,,,
338,등록체육시설업,10_31_03_P,6470000,3.02E+14,20111206,,1,영업/정상,1,영업,,,,,,,,경상북도 경주시 북군동 375번지 1호,경상북도 경주시 보문로 182-98 (북군동),,경주컨트리클럽,2.02E+13,I,59:59.0,,404233.7727,264961.1353,골프장,,,,11,6481.88,,정규대중,보문개발(주)
339,등록체육시설업,10_31_03_P,6470000,3.02E+14,20120206,,1,영업/정상,1,영업,,,,,,,,경상북도 영천시 임고면 효리 1번지,경상북도 영천시 임고면 방목길 34-2,,영천CC,2.02E+13,U,40:00.0,,381096.5241,284856.3648,골프장,,,,5,11133.48,695,없음,
340,등록체육시설업,10_31_03_P,6260000,3.02E+14,20180919,,1,영업/정상,1,영업,,,,,517229840,,,부산광역시 기장군 일광면 용천리 534번지 0호,부산광역시 기장군 일광면 곡천길 317-0,,스톤게이트C.C,2.02E+13,U,40:00.0,,,,골프장,,,,9,8458.65,,,
341,등록체육시설업,10_31_03_P,6430000,3.02E+14,20201102,,1,영업/정상,1,영업,,,,,,0,,충청북도 충주시 앙성면 본평리 43번지 32호,충청북도 충주시 앙성면 가느게길 56-24,,일레븐CC,2.02E+13,U,40:00.0,,264975,400370,골프장,,,,4,13328,,정규대중,
342,등록체육시설업,10_31_03_P,6470000,3.02E+14,20220819,,1,영업/정상,1,영업,,,,,,0,,경상북도 경주시 양남면 신대리 140번지 1호,"경상북도 경주시 양남면 동남로 982-0, 1동 (마우나오션블루)",,마우나오션 블루,2.02E+13,I,22:27.0,,414744.4842,245720.536,골프장,,,0,0,134.6,0,일반대중,
343,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090814,,1,영업/정상,1,영업,,,,,,,,강원도 평창군 대관령면 용산리 436번지 4호,강원도 평창군 대관령면 솔봉로 325,,알펜시아 컨트리클럽,2.02E+13,U,40:00.0,,349269.3657,464217.5039,골프장,,,0,0,18674.37,0,없음,
344,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090827,,1,영업/정상,1,영업,,,,,,0,,강원도 고성군 죽왕면 삼포리 산 134번지,강원도 고성군 죽왕면 순포로 188,,설악썬밸리 컨트리클럽,2.01E+13,I,35:08.0,,332197.7038,536175.1987,골프장,,,0,0,9000.93,0,정규대중,
345,등록체육시설업,10_31_03_P,6420000,3.02E+14,20100416,,1,영업/정상,1,영업,,,,,,,,강원도 홍천군 홍천읍 장전평리 722번지 2호,강원도 홍천군 홍천읍 높은터로 533,,비콘힐스 골프클럽,2.02E+13,U,40:00.0,,276583.3784,458275.6301,골프장,,,0,6,7137,0,없음,
346,등록체육시설업,10_31_03_P,6420000,3.02E+14,20100531,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 지정면 월송리 1016번지,강원도 원주시 지정면 오크밸리1길 66,,오크밸리 회원제골프장,2.02E+13,U,40:00.0,,273387.4081,435358.5393,골프장,,,0,11,10993.5,1320,회원제,주식회사 한솔개발
347,등록체육시설업,10_31_03_P,6420000,3.02E+14,20100601,,1,영업/정상,1,영업,,,,,,,,강원도 원주시 반곡동 산 21번지,강원도 원주시 동부순환로 200 (반곡동),,인터불고원주 GC,2.02E+13,U,40:00.0,,286441.6839,425946.5059,골프장,,,0,4,1039.89,0,없음,
348,등록체육시설업,10_31_03_P,6420000,3.02E+14,20101111,,1,영업/정상,1,영업,,,,,,,,강원도 영월군 영월읍 삼옥리 362번지,강원도 영월군 영월읍 사지막길 160,,동강시스타,2.02E+13,I,35:08.0,,334084.637,413823.4949,골프장,,,0,3,2257.3,0,없음,
349,등록체육시설업,10_31_03_P,6420000,3.02E+14,20110420,,1,영업/정상,1,영업,,,,,,,,강원도 횡성군 서원면 옥계리 산 247번지,강원도 횡성군 서원면 옥계9길 124,,횡성 섬강벨라스톤 컨트리클럽,2.02E+13,U,40:00.0,,273454.4719,439712.8871,골프장,,,0,5,4883.87,0,없음,
350,등록체육시설업,10_31_03_P,6420000,3.02E+14,20110608,,1,영업/정상,1,영업,,,,,,0,,강원도 춘천시 신동면 혈동리 산 226번지,강원도 춘천시 신동면 오봉길 156,,남춘천컨트리클럽,2.02E+13,U,40:00.0,,261353.3507,476204.7874,골프장,,,0,7,12835.99,1165,회원제,
351,등록체육시설업,10_31_03_P,6420000,3.02E+14,20110630,,1,영업/정상,1,영업,,,,,,,,강원도 강릉시 강동면 하시동리 202번지,강원도 강릉시 강동면 새목이길 110,,메이플비치 골프&리조트,2.02E+13,I,35:08.0,,373181.9058,473064.1442,골프장,,,0,7,6387.38,0,없음,
352,등록체육시설업,10_31_03_P,6420000,3.02E+14,20110620,,1,영업/정상,1,영업,,,,,332612999,,,강원도 춘천시 신동면 혈동리 산 226번지,강원도 춘천시 신동면 오봉길 156,,남춘천CC,2.02E+13,U,40:00.0,,261353.3507,476204.7874,골프장,,,0,6,8686.76,1165,,
353,등록체육시설업,10_31_03_P,6420000,3.02E+14,20110808,,1,영업/정상,1,영업,,,,,,,,강원도 홍천군 남면 화전리 1711번지,강원도 홍천군 남면 한서로 2840,,힐드로사이 컨트리클럽,2.02E+13,U,40:00.0,,263227.1196,455151.0422,골프장,,,0,7,11253.78,1160,일반대중,
354,등록체육시설업,10_31_03_P,6420000,3.02E+14,20110901,,1,영업/정상,1,영업,,,,,,,,강원도 춘천시 남산면 수동리 산 192번지,강원도 춘천시 남산면 동촌로 501,,휘슬링 락 컨트리클럽,2.02E+13,U,40:00.0,,260037.1447,475031.2089,골프장,,,0,9,18009.02,500,없음,휘슬링 락 컨트리클럽
355,등록체육시설업,10_31_03_P,6420000,3.02E+14,20111005,,1,영업/정상,1,영업,,,,,,,,강원도 횡성군 서원면 유현리 산 61번지,강원도 횡성군 서원면 경강로유현6길 28,,에스엘세레스 옥스필드 CC,2.02E+13,U,40:00.0,,274419.0663,446296.7779,골프장,,,0,7,6712.06,990,없음,
356,등록체육시설업,10_31_03_P,6420000,3.02E+14,20111116,,1,영업/정상,1,영업,,,,,,0,,강원도 고성군 간성읍 흘리 107번지,강원도 고성군 간성읍 흘리령길 52,,알프스퍼블릭,2.01E+13,I,35:08.0,,320588.2268,529799.5593,골프장,,,0,0,0,0,간이,
357,등록체육시설업,10_31_03_P,6420000,3.02E+14,20120724,,1,영업/정상,1,영업,,,,,,,,강원도 춘천시 남산면 수동리 산 30번지,강원도 춘천시 남산면 동촌로 667,,오너스골프클럽,2.02E+13,U,40:00.0,,258122.2347,475445.0286,골프장,,,0,1,5857.49,0,없음,
358,등록체육시설업,10_31_03_P,6420000,3.02E+14,20120820,,1,영업/정상,1,영업,,,,,,,,강원도 춘천시 남면 후동리 산 105번지,강원도 춘천시 남면 소주고개로 145-10,,파가니카C.C,2.02E+13,U,40:00.0,,254634.6502,472400.8546,골프장,,,0,10,10377.7,870,없음,
359,등록체육시설업,10_31_03_P,6420000,3.02E+14,20121107,,1,영업/정상,1,영업,,,,,,,,강원도 춘천시 동산면 군자리 산 73-1번지,강원도 춘천시 동산면 새술막길 438,,더플레이어스 골프클럽,2.02E+13,U,40:00.0,,266129.2015,475576.3619,골프장,,,0,8,11657.52,0,없음,
360,등록체육시설업,10_31_03_P,6420000,3.02E+14,20130522,,1,영업/정상,1,영업,,,,,,,,강원도 홍천군 서면 모곡리 산 146-1번지,강원도 홍천군 서면 장락동길66번길 51,,클럽모우 골프＆라이프 스타일,2.02E+13,U,40:00.0,,249987.9067,465999.8575,골프장,,,0,8,10726.68,1700,회원제,케이비부동산신탁주식회사
361,등록체육시설업,10_31_03_P,6420000,3.02E+14,20130511,,1,영업/정상,1,영업,,,,,,,,강원도 홍천군 두촌면 괘석리 산 21번지,강원도 홍천군 두촌면 광석로 898-160,,세이지우드 CC 홍천,2.02E+13,U,40:00.0,,298409.1474,487932.6598,골프장,,,0,7,18163.09,0,없음,
362,등록체육시설업,10_31_03_P,6420000,3.02E+14,20130708,,1,영업/정상,1,영업,,,,,,0,,강원도 철원군 갈말읍 군탄리 1137번지,강원도 철원군 갈말읍 순담길 59,,한탄강 컨트리클럽,2.02E+13,U,40:00.0,,225640.6277,518553.026,골프장,,,0,5,4577.62,0,정규대중,(주)귀뚜라미랜드
363,등록체육시설업,10_31_03_P,6420000,3.02E+14,20131231,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 지정면 판대리 577번지 2호,강원도 원주시 지정면 오크밸리2길 58,,스노우 파크,2.02E+13,U,40:00.0,,272000.036,434131.4659,스키장,,,0,4,6274.26,0,,
364,등록체육시설업,10_31_03_P,6420000,3.02E+14,20130715,,1,영업/정상,1,영업,,,,,,,,강원도 춘천시 동면 만천리 산 27번지 1호,강원도 춘천시 동면 금베이길 93-27,,스프링베일리조트,2.01E+13,I,35:08.0,,269503.8896,487000.8087,골프장,,,0,6,3407.86,0,없음,
365,등록체육시설업,10_31_03_P,6420000,3.02E+14,20130916,,1,영업/정상,1,영업,,,,,,,,강원도 춘천시 동산면 군자리 산 224번지,강원도 춘천시 동산면 종자리로 148-16,,로드힐스 골프클럽,2.02E+13,U,40:00.0,,264098.7298,470878.891,골프장,,,0,8,10126.23,0,없음,
366,등록체육시설업,10_31_03_P,6420000,3.02E+14,20140613,,1,영업/정상,1,영업,,,,,,0,,강원도 정선군 신동읍 조동리 산 39-1번지,강원도 정선군 신동읍 새골길 112-49,,에콜리안정선골프장,2.02E+13,I,35:08.0,,349343.6669,414741.8129,골프장,,,0,5,2014.02,0,정규대중,"정선군수, 체육진흥공단이사장"
367,등록체육시설업,10_31_03_P,6420000,3.02E+14,20140616,,1,영업/정상,1,영업,,,,,,0,,강원도 평창군 대관령면 수하리 96번지,강원도 평창군 대관령면 올림픽로 715,,용평 버치힐골프클럽,2.02E+13,U,40:00.0,,350788.1943,462321.1501,골프장,,,0,0,983642,918,회원제,
368,등록체육시설업,10_31_03_P,6420000,3.02E+14,20150311,,1,영업/정상,1,영업,,,,,,,,강원도 춘천시 동산면 조양리 산 199번지,"강원도 춘천시 동산면 종자리로 436-0, 1동 1층 1호 (라비에벨컨트리클럽)",,라비에벨CC,2.02E+13,U,40:00.0,,266801.7231,471255.5059,골프장,,,0,1,13913.7,0,없음,
369,등록체육시설업,10_31_03_P,6420000,3.02E+14,20150708,,1,영업/정상,1,영업,,,,,,,,강원도 홍천군 서면 동막리 산 77번지,,,샤인데일 골프&리조트,2.02E+13,I,35:08.0,,249800.0628,463074.554,골프장,,,0,6,17209.31,0,정규대중,주식회사하나자산신탁
370,등록체육시설업,10_31_03_P,6420000,3.02E+14,20151214,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 소초면 수암리 산 24번지,강원도 원주시 소초면 바우실길 281,,파크밸리 골프클럽,2.02E+13,U,40:00.0,,289836.4162,432667.4825,골프장,,,0,0,4944.65,0,정규대중,
371,등록체육시설업,10_31_03_P,6420000,3.02E+14,20151214,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 소초면 수암리 산 24번지,강원도 원주시 소초면 바우실길 281,,파크밸리 골프클럽,2.02E+13,I,35:08.0,,289836.4162,432667.4825,골프장,,,0,0,4944.65,0,정규대중,
372,등록체육시설업,10_31_03_P,6420000,3.02E+14,20160623,,1,영업/정상,1,영업,,,,,,0,,강원도 삼척시 근덕면 하맹방리 726번지 1호,강원도 삼척시 근덕면 미근로 1629,,파인밸리 컨트리클럽,2.02E+13,I,35:08.0,,395217.4957,432930.0919,골프장,,,0,0,7092.59,0,정규대중,
373,등록체육시설업,10_31_03_P,6420000,3.02E+14,20160826,,1,영업/정상,1,영업,,,,,,0,,강원도 평창군 대관령면 용산리 130번지,강원도 평창군 대관령면 올림픽로 715,,용평리조트 골프클럽,2.02E+13,U,40:00.0,,348259.1443,461699.2739,골프장,,,0,0,5585.3,1260,회원제,
374,등록체육시설업,10_31_03_P,6420000,3.02E+14,20170213,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 지정면 월송리 26번지 1호,강원도 원주시 지정면 신평석화로 236,,동서울레스피아,2.02E+13,U,40:00.0,,277811.8064,433561.819,골프장,,,0,2,487.99,0,,주식회사 동서울레스피아
375,등록체육시설업,10_31_03_P,6420000,3.02E+14,20170710,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 지정면 월송리 1016번지,강원도 원주시 지정면 오크밸리1길 66,,오크밸리 대중골프장,2.02E+13,U,40:00.0,,273387.4081,435358.5393,골프장,,,0,0,1109.23,0,,
376,등록체육시설업,10_31_03_P,6420000,3.02E+14,20180904,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 지정면 판대리 577번지 2호,강원도 원주시 지정면 오크밸리2길 132-0,,오크힐스 컨트리클럽,2.02E+13,U,40:00.0,,272000.036,434131.4659,골프장,,,0,0,10168.16,0,없음,
377,등록체육시설업,10_31_03_P,6420000,3.02E+14,20061211,,1,영업/정상,1,영업,,,,,,,,강원도 정선군 고한읍 고한리 산 1번지 17호,강원도 정선군 고한읍 고한7길 399,,하이원 스키리조트,2.02E+13,I,35:08.0,,363682.2301,411480.4529,스키장,,,0,25,61556.21,0,,
378,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070104,,1,영업/정상,1,영업,,,,,,0,,강원도 평창군 봉평면 면온리 1095번지 1호,강원도 평창군 봉평면 태기로 174,,휘닉스 스노우파크,2.02E+13,U,40:00.0,,317177.7139,454046.5095,스키장,,,0,21,16614.89,0,,(주)보광
379,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070117,,1,영업/정상,1,영업,,,,,,0,,강원도 홍천군 서면 팔봉리 산 125번지 16호,강원도 홍천군 서면 한치골길 262,,비발디파크 스키월드,2.02E+13,U,40:00.0,,260568.3246,460138.0853,스키장,,,0,38,19324.21,0,,주식회사 대명레저산업
380,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090421,,1,영업/정상,1,영업,,,,,,0,,강원도 춘천시 남산면 백양리 31번지 4호,강원도 춘천시 남산면 북한강변길 688,,엘리시안 강촌 스키장,2.01E+13,I,35:08.0,,251614.0067,480698.3926,스키장,,,0,5,10259.47,0,,
381,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090813,,1,영업/정상,1,영업,,,,,,0,,강원도 횡성군 둔내면 두원리 204번지,강원도 횡성군 둔내면 고원로 451,,웰리힐리 스키장,2.02E+13,I,35:08.0,,310506.755,443916.785,스키장,,,0,0,20083.29,0,,신안종합리조트(주) 대표이사 이진철
382,등록체육시설업,10_31_03_P,6420000,3.02E+14,20091125,,1,영업/정상,1,영업,,,,,,,,강원도 평창군 대관령면 용산리 438번지 28호,강원도 평창군 대관령면 솔봉로 325,,알펜시아 스키 & 스노우보드,2.02E+13,U,40:00.0,,348000.792,462520.0399,스키장,,,0,9,1617.21,0,,
383,등록체육시설업,10_31_03_P,6420000,3.02E+14,20091125,,1,영업/정상,1,영업,,,,,,,,강원도 평창군 대관령면 용산리 438번지 28호,강원도 평창군 대관령면 솔봉로 325,,알펜시아 스키 & 스노우보드,2.02E+13,I,35:08.0,,348000.792,462520.0399,스키장,,,0,9,1617.21,0,,
384,등록체육시설업,10_31_03_P,6420000,3.02E+14,20131231,,1,영업/정상,1,영업,,,,,,0,,강원도 태백시 황지동 409번지 20호,강원도 태백시 서학로 861 (황지동),,오투 스키 앤 리조트,2.01E+13,I,35:08.0,,375854.4009,407803.5481,스키장,,,0,0,790,0,,
385,등록체육시설업,10_31_03_P,6420000,3.02E+14,20180228,,1,영업/정상,1,영업,,,,,,0,,강원도 평창군 대관령면 용산리 130번지 0호 용평리조트,강원도 평창군 대관령면 올림픽로 715-0 (용평리조트),,용평리조트 스키장,2.02E+13,U,40:00.0,,351086.9373,463860.5627,스키장,,,0,0,27074.83,0,,
386,등록체육시설업,10_31_03_P,6420000,3.02E+14,20180228,,1,영업/정상,1,영업,,,,,,0,,강원도 평창군 대관령면 용산리 130번지 0호 용평리조트,강원도 평창군 대관령면 올림픽로 715-0 (용평리조트),,용평리조트 스키장,2.02E+13,I,35:08.0,,351086.9373,463860.5627,스키장,,,0,0,27074.83,0,,
387,등록체육시설업,10_31_03_P,6420000,3.02E+14,20130525,,1,영업/정상,1,영업,,,,,,,,,,,,,,,,,,,,,,,,,,
388,등록체육시설업,10_31_03_P,6420000,3.02E+14,20170620,,1,영업/정상,1,영업,,,,,,,,,,,,,,,,,,,,,,,,,,
389,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090311,,1,영업/정상,1,영업,,,,,,0,,강원도 평창군 봉평면 무이리 산 268번지,강원도 평창군 봉평면 태기로 174,,휘닉스 대중골프장,2.02E+13,U,40:00.0,,316302.2989,454121.6008,골프장,,,0,0,1247.35,0,간이,
390,등록체육시설업,10_31_03_P,6420000,3.02E+14,20061220,,1,영업/정상,1,영업,,,,,,,,강원도 삼척시 도계읍 상덕리 247번지,강원도 삼척시 도계읍 도상로 307-84,,블랙밸리 컨트리클럽,2.02E+13,U,40:00.0,,384041.9672,415946.1641,골프장,,,0,6,5998.16,0,정규대중,
391,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070103,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 문막읍 궁촌리 산 47번지 5호,강원도 원주시 문막읍 궁말길 193,,센추리21컨트리클럽,2.01E+13,I,35:08.0,,275653.6337,419986.0888,골프장,,,0,10,10785.5,0,회원제,센추리개발주식회사
392,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070117,,1,영업/정상,1,영업,,,,,,0,,강원도 속초시 장사동 11번지,강원도 속초시 미시령로2983번길 56-20 (장사동),,설악프라자 컨트리클럽,2.02E+13,I,35:08.0,,334505.4297,524036.8761,골프장,,,0,9,3823.58,822,회원제,한화국토개발주식회사
393,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070209,,1,영업/정상,1,영업,,,,,,0,,강원도 춘천시 남산면 서천리 산 35번지,강원도 춘천시 남산면 경춘로 212-30,,제이드팰리스 골프클럽,2.02E+13,I,35:08.0,,248275.4918,482555.1795,골프장,,,0,6,11261.63,0,회원제,한화국토개발(주)
394,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070216,,1,영업/정상,1,영업,,,,,,0,,강원도 원주시 문막읍 궁촌리 산 47번지 10호,강원도 원주시 문막읍 궁말길 193,,센추리21 컨트리클럽2,2.02E+13,U,40:00.0,,275557.0042,420760.8673,골프장,,,0,3,371.33,1241,회원제,센추리개발(주)
395,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070228,,1,영업/정상,1,영업,,,,,,,,강원도 강릉시 저동 522번지,강원도 강릉시 저동등길 53 (저동),,샌드파인 골프클럽,2.02E+13,I,35:08.0,,366014.7353,479464.8817,골프장,,,0,6,10747.87,650,없음,
396,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070228,,1,영업/정상,1,영업,,,,,,0,,강원도 춘천시 신동면 정족리 1007번지 1호,강원도 춘천시 신동면 칠전동길 72,,라데나 골프클럽,2.02E+13,I,35:08.0,,263329.1988,482733.1083,골프장,,,0,20,9622.36,1160,회원제,두산산업개발(주)
397,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070403,,1,영업/정상,1,영업,,,,,,0,,강원도 속초시 금호동 610번지 20호,강원도 속초시 영랑호반길 170-0 (금호동),,영랑호컨트리클럽,2.02E+13,U,40:00.0,,338085.6804,524550.6985,골프장,,,0,2,587.82,0,일반대중,(주)한일합섬
398,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070531,,1,영업/정상,1,영업,,,,,,,,강원도 횡성군 둔내면 우용리 15번지,강원도 횡성군 둔내면 고원로 451,,웰리힐리 컨트리클럽,2.02E+13,I,35:08.0,,309118.3385,442125.317,골프장,,,0,3,8522.43,1035,없음,
399,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070820,,1,영업/정상,1,영업,,,,,,,,강원도 양양군 손양면 동호리 407번지,강원도 양양군 손양면 공항로 230,,골든비치 컨트리클럽,2.02E+13,U,40:00.0,,346976.2057,506115.2647,골프장,,,0,11,11507.19,990,없음,(주)새서울레저
400,등록체육시설업,10_31_03_P,6420000,3.02E+14,20070820,,1,영업/정상,1,영업,,,,,,,,강원도 횡성군 서원면 석화리 646번지,강원도 횡성군 서원면 서원서로339번길 90,,동원썬밸리 컨트리클럽,2.02E+13,U,40:00.0,,270074.9758,442549.2408,골프장,,,0,7,8074.47,700,없음,
401,등록체육시설업,10_31_03_P,6420000,3.02E+14,20080225,,1,영업/정상,1,영업,,,,,,0,,강원도 홍천군 서면 팔봉리 산 125번지 19호,강원도 홍천군 서면 한치골길 262,,대명비발디파크 대중골프장,2.02E+13,U,40:00.0,,261237.387,460451.5999,골프장,,,0,1,31.17,0,일반대중,(주)대명레저산업
402,등록체육시설업,10_31_03_P,6420000,3.02E+14,20080225,,1,영업/정상,1,영업,,,,,,0,,강원도 홍천군 서면 팔봉리 산 125번지 28호,강원도 홍천군 서면 한치골길 200,,비발디파크 컨트리클럽,2.02E+13,U,40:00.0,,259457.6777,460106.7745,골프장,,,0,5,9406.03,0,회원제,(주)비발디파크씨씨
403,등록체육시설업,10_31_03_P,6420000,3.02E+14,20080422,,1,영업/정상,1,영업,,,,,,0,,강원도 춘천시 남산면 백양리 29번지 1호,강원도 춘천시 남산면 북한강변길 688,,강촌 컨트리클럽,2.02E+13,U,40:00.0,,251021.7282,480612.9131,골프장,,,0,11,7417.28,1576,회원제,지에스건설
404,등록체육시설업,10_31_03_P,6420000,3.02E+14,20080627,,1,영업/정상,1,영업,,,,,,,,강원도 횡성군 우천면 하대리 300번지,강원도 횡성군 우천면 한우로 1295,,알프스대영컨트리클럽,2.02E+13,I,35:08.0,,295180.3286,440658.3144,골프장,,,0,9,9321.49,700,없음,
405,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090306,,1,영업/정상,1,영업,,,,,,,,강원도 고성군 토성면 신평리 154번지 17호,강원도 고성군 토성면 잼버리동로 267,,파인리즈 컨트리클럽,2.02E+13,U,40:00.0,,334590.7293,528516.1854,골프장,,,0,0,16752.35,0,없음,
406,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090311,,1,영업/정상,1,영업,,,,,,0,,강원도 평창군 봉평면 면온리 1018번지 2호,강원도 평창군 봉평면 태기로 227-84,,휘닉스 컨트리클럽,2.02E+13,U,40:00.0,,317900.4136,454938.0681,골프장,,,0,0,6537.83,0,회원제,
407,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090421,,1,영업/정상,1,영업,,,,,,0,,강원도 정선군 고한읍 고한리 산 1번지 166호,강원도 정선군 고한읍 하이원길 265,,하이원 컨트리클럽,2.02E+13,I,35:08.0,,363467.0357,409883.5373,골프장,,,0,9,2745.36,0,정규대중,
408,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090421,,1,영업/정상,1,영업,,,,,,0,,강원도 춘천시 남산면 백양리 산 97번지 6호,강원도 춘천시 남산면 북한강변길 688,,강촌리조트 대중골프장,2.01E+13,I,35:08.0,,251605.8597,479563.3901,골프장,,,0,0,10259.47,0,일반대중,
409,등록체육시설업,10_31_03_P,6420000,3.02E+14,20090803,,1,영업/정상,1,영업,,,,,,,,강원도 평창군 대관령면 수하리 240번지 72호,강원도 평창군 대관령면 솔봉로 325,,알펜시아 700 골프클럽,2.02E+13,U,40:00.0,,349136.9481,463566.0175,골프장,,,0,10,5364.6,0,없음,
410,등록체육시설업,10_31_03_P,6460000,3.02E+14,20181126,,1,영업/정상,1,영업,,,,,,,,전라남도 강진군 도암면 학장리 87번지 1호 다산베아채골프&리조트클럽하우수 1동,"전라남도 강진군 도암면 학장용산길 101-0, 1동 1층 1호 (다산베아채골프&리조트클럽하우수)",,다산베아채 골프&리조트,2.02E+13,U,40:00.0,,,,골프장,,,,1,6551.82,,일반대중,다산베아채컨트리클러(주) 대표 이애자
